201,Bayonne,New Jersey,US,40.66871,
201,Bergenfield,New Jersey,US,40.9276,
201,Cliffside Park,New Jersey,US,40.82149,
201,Englewood,New Jersey,US,40.89288,
201,Fair Lawn,New Jersey,US,40.94038,
201,Fort Lee,New Jersey,US,40.85093,
201,Hackensack,New Jersey,US,40.88593,
201,Hoboken,New Jersey,US,40.74399,
201,Jersey City,New Jersey,US,40.72816,
201,Kearny,New Jersey,US,40.76843,
201,North Bergen,New Jersey,US,40.80427,
201,Paramus,New Jersey,US,40.94454,
201,Ridgewood,New Jersey,US,40.97926,
201,Teaneck,New Jersey,US,40.8976,
201,Union City,New Jersey,US,40.77955,
201,West New York,New Jersey,US,40.78788,
202,Washington,District of Columbia,US,38.89511,
203,Bridgeport,Connecticut,US,41.16704,
203,Danbury,Connecticut,US,41.39482,
203,East Haven,Connecticut,US,41.27621,
203,Meriden,Connecticut,US,41.53815,
203,Milford,Connecticut,US,41.22232,
203,Naugatuck,Connecticut,US,41.48593,
203,New Haven,Connecticut,US,41.30815,
203,North Haven,Connecticut,US,41.39093,
203,Norwalk,Connecticut,US,41.1176,
203,Shelton,Connecticut,US,41.31649,
203,Stamford,Connecticut,US,41.05343,
203,Stratford,Connecticut,US,41.18454,
203,Trumbull,Connecticut,US,41.24287,
203,Waterbury,Connecticut,US,41.55815,
203,West Haven,Connecticut,US,41.27065,
203,Westport,Connecticut,US,41.14149,
205,Alabaster,Alabama,US,33.24428,
205,Bessemer,Alabama,US,33.40178,
205,Birmingham,Alabama,US,33.52066,
205,Center Point,Alabama,US,33.64566,
205,Homewood,Alabama,US,33.47177,
205,Hoover,Alabama,US,33.40539,
205,Mountain Brook,Alabama,US,33.50094,
205,Tuscaloosa,Alabama,US,33.20984,
205,Vestavia Hills,Alabama,US,33.44872,
206,Bainbridge Island,Washington,US,47.62621,
206,Burien,Washington,US,47.47038,
206,Des Moines,Washington,US,47.40177,
206,Mercer Island,Washington,US,47.57065,
206,Seattle,Washington,US,47.60621,
206,Shoreline,Washington,US,47.75565,
206,White Center,Washington,US,47.51732,
207,Auburn,Maine,US,44.09785,
207,Augusta,Maine,US,44.31062,
207,Bangor,Maine,US,44.80118,
207,Biddeford,Maine,US,43.49258,
207,Brunswick,Maine,US,43.91452,
207,Lewiston,Maine,US,44.10035,
207,South Portland,Maine,US,43.64147,
207,South Portland,Maine,US,43.64147,
208,Boise,Idaho,US,43.6135,
208,Caldwell,Idaho,US,43.66294,
208,Coeur d'Alene,Idaho,US,47.67768,
208,Idaho Falls,Idaho,US,43.46658,
208,Lewiston,Idaho,US,46.41655,
208,Meridian,Idaho,US,43.61211,
208,Moscow,Idaho,US,46.73239,
208,Nampa,Idaho,US,43.54072,
208,Pocatello,Idaho,US,42.8713,
208,Twin Falls,Idaho,US,42.56297,
209,Atwater,California,US,37.34772,
209,Ceres,California,US,37.59493,
209,Lodi,California,US,38.1302,
209,Los Banos,California,US,37.05828,
209,Manteca,California,US,37.79743,
209,Merced,California,US,37.30216,
209,West Modesto,California,US,37.61754,
209,Stockton,California,US,37.9577,
209,Tracy,California,US,37.73987,
209,Turlock,California,US,37.49466,
210,San Antonio,Texas,US,29.42412,
212,New York City,New York,US,40.71427,
212,New York City,New York,US,40.71427,
213,Los Angeles,California,US,34.05223,
214,Allen,Texas,US,33.10317,
214,Arlington,Texas,US,32.73569,
214,Carrollton,Texas,US,32.95373,
214,Cedar Hill,Texas,US,32.58847,
214,Coppell,Texas,US,32.95457,
214,Dallas,Texas,US,32.78306,
214,DeSoto,Texas,US,32.58986,
214,Duncanville,Texas,US,32.6518,
214,Farmers Branch,Texas,US,32.92651,
214,Flower Mound,Texas,US,33.01457,
214,Frisco,Texas,US,33.15067,
214,Garland,Texas,US,32.91262,
214,Grand Prairie,Texas,US,32.74596,
214,Irving,Texas,US,32.81402,
214,Lancaster,Texas,US,32.59208,
214,Lewisville,Texas,US,33.04623,
214,McKinney,Texas,US,33.19762,
214,Mesquite,Texas,US,32.7668,
214,Plano,Texas,US,33.01984,
214,Richardson,Texas,US,32.94818,
214,Rowlett,Texas,US,32.9029,
214,The Colony,Texas,US,33.08901,
214,University Park,Texas,US,32.85013,
214,Waxahachie,Texas,US,32.38653,
215,Levittown,Pennsylvania,US,40.15511,
215,Philadelphia,Pennsylvania,US,39.95233,
216,Brook Park,Ohio,US,41.39838,
216,East Cleveland,Ohio,US,41.53311,
216,Cleveland Heights,Ohio,US,41.52005,
216,East Cleveland,Ohio,US,41.53311,
216,South Euclid,Ohio,US,41.52311,
216,Garfield Heights,Ohio,US,41.417,
216,Lakewood,Ohio,US,41.48199,
216,Maple Heights,Ohio,US,41.41533,
216,Parma,Ohio,US,41.40477,
216,Shaker Heights,Ohio,US,41.47394,
216,South Euclid,Ohio,US,41.52311,
217,Champaign,Illinois,US,40.11642,
217,Charleston,Illinois,US,39.49615,
217,Danville,Illinois,US,40.12448,
217,Decatur,Illinois,US,39.84031,
217,Quincy,Illinois,US,39.9356,
217,Springfield,Illinois,US,39.80172,
217,Urbana,Illinois,US,40.11059,
218,Andover,Minnesota,US,45.2333,
218,Duluth,Minnesota,US,46.78327,
218,Moorhead,Minnesota,US,46.87386,
219,East Chicago,Indiana,US,41.6392,
